codigo_anunciante,codigo_zapimoveis,dtCriacao,dtColeta,imobiliaria,nrPreco,condominio,iptu,endereco,floorSize,numberOfRooms,numberOfBathroomsTotal,numberOfParkingSpaces,floorLevel,FURNISHED,POOL,ELEVATOR,LAVABO,SAUNA,PORCELAIN,INTERCOM,AIR_CONDITIONING,numberOfSuites,PETS_ALLOWED,BALCONY,BACKYARD,SPORTS_COURT,BARBECUE_GRILL,LAUNDRY,ALARM_SYSTEM,SERVICE_AREA,GARDEN,DEPOSIT,PLAYGROUND,SEA_VIEW,GOURMET_BALCONY,KITCHEN,PARTY_HALL,CABLE_TV,KITCHEN_CABINETS,SAFETY_CIRCUIT,GATED_COMMUNITY,HEATING,CONCIERGE_24H,WATCHMAN,GOURMET_SPACE,GYM,BICYCLES_PLACE,DINNER_ROOM,PAVED_STREET,RECEPTION,CLOSET,CARETAKER,ARMORED_SECURITY_CABIN,RECREATION_AREA,ELECTRONIC_GATE,INTERNET_ACCESS,BLINDEX_BOX,BEDROOM_WARDROBE,BATHROOM_CABINETS,DISABLED_ACCESS,HOME_OFFICE,SPA,TENNIS_COURT,INDOOR_SOCCER,MOUNTAIN_VIEW,CHILDRENS_POOL,DECK,MASSAGE_ROOM,GRASS,CINEMA,SQUASH,COPA,AMERICAN_KITCHEN,ELECTRIC_GENERATOR,TOYS_PLACE,PANTRY,BAR,FIREPLACE,GAMES_ROOM,WALL_BALCONY,PLANNED_FURNITURE,ALUMINUM_WINDOW,NATURAL_VENTILATION,LARGE_WINDOW,EMPLOYEE_DEPENDENCY,ENTRANCE_HALL,SERVICE_BATHROOM,INTEGRATED_ENVIRONMENTS,HIGH_CEILING_HEIGHT,LARGE_ROOM,COLD_FLOOR,WHIRLPOOL,BARBECUE_BALCONY,BUILTIN_WARDROBE,SQUARE,HEATED_POOL,TEEN_SPACE,SERVICE_ROOM,STAIR,FULL_FLOOR,FITNESS_ROOM,LARGE_KITCHEN,PANORAMIC_VIEW,PLATED_GAS,LAMINATED_FLOOR,ADULT_POOL,GREEN_SPACE,PIZZA_OVEN,BEAUTY_CENTER,SECURITY_CAMERA,SECURITY_CABIN,COWORKING,COOKER,SOLARIUM,FOOTBALL_FIELD,GOURMET_KITCHEN,BATHTUB,SANCA,PET_SPACE,SERVICE_ENTRANCE,PRIVATE_POOL,DIGITAL_LOCKER,WOOD_FLOOR,VALET_PARKING,PARKING,MEZZANINE,LUNCH_ROOM,PATROL,GLASS_WALL,SMALL_ROOM,CORNER_PROPERTY,ADMINISTRATION,GAS_SHOWER,MEETING_ROOM,MASSAGE,TREE_CLIMBING,LIBRARY,HIKING_TRAIL,SMART_CONDOMINIUM,POOL_BAR,RESTAURANT,COVENTION_HALL,SOUNDPROOFING,SIDE_ENTRANCE,ZEN_SPACE,REDARIO,HALF_FLOOR,COVERED_POOL,GUEST_PARKING,REVERSIBLE_ROOM,STORES,BEAUTY_ROOM,COVERAGE,ELETRIC_CHARGER,SEMI_OLYMPIC_POOL,ECO_GARBAGE_COLLECTOR,VINYL_FLOOR,SLAB,LAKE_VIEW,FRUIT_TREES,HOT_TUB,THERMAL_INSULATION,DIVIDERS,WALLS_GRIDS,FREEZER,ORCHID_PLACE,DRESS_ROOM2,PLAYGROUND_2,RAMP,CHILDREN_CARE,DRYWALL,LAND,GRAVEL,SMART_APARTMENT,CARETAKER_HOUSE,ECO_CONDOMINIUM,WATER_TANK,SOLAR_ENERGY,PAY_PER_USE_SERVICES,GEMINADA,CLIMBING_WALL,VEGETABLE_GARDEN,EDICULE,CARPET,GOLF_FIELD,DRESS_ROOM,BURNT_CEMENT,SKATE_LANE,LAKE
14579,2801868421,30/04/2025,25/06/2025,Familia Imoveis Consultoria,R$ 500.000,R$ 1.150,R$ 325,"Rua Liberdade - Aparecida, Santos - SP",88 m²,2 quartos,3 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP02918,2777088730,06/02/2025,25/06/2025,Officina De Negocios 013 Imobiliaria Ltda,R$ 500.000,R$ 10,R$ 10,"Macuco, Santos - SP",65 m²,2 quartos,2 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28296,2728976431,17/07/2024,25/06/2025,Invista Inteligência Imobiliária,R$ 1.100.000,R$ 2.175,R$ 241,"Gonzaga, Santos - SP",123 m²,3 quartos,3 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33326,2794729934,06/04/2025,25/06/2025,Invista Inteligência Imobiliária,R$ 700.000,R$ 1.040,R$ 240,"Embaré, Santos - SP",106 m²,2 quartos,2 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP04006,2787643129,16/03/2025,25/06/2025,Globalize Imóveis,R$ 555.000,R$ 1.000,R$ 95,"Avenida Bartholomeu de Gusmão - Aparecida, Santos - SP",77 m²,2 quartos,2 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3561,2754986697,07/11/2024,25/06/2025,Apollo-On,R$ 760.000,R$ 600,R$ 3.000,"Rua Doutor Guilherme Álvaro, 42 - Marapé, Santos - SP",79 m²,2 quartos,3 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32232,2778449427,11/02/2025,25/06/2025,Invista Inteligência Imobiliária,R$ 595.000,R$ 600,R$ 195,"Macuco, Santos - SP",70 m²,2 quartos,2 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5382,2791488013,27/03/2025,25/06/2025,Elton Ayres Imóveis,R$ 869.200,R$ 1.018,R$ 272,"Boqueirão, Santos - SP",123 m²,2 quartos,2 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777SAEL211200031,2543401845,02/12/2021,25/06/2025,Stella Burns,R$ 480.000,R$ 590,R$ 65,"Rua Januário dos Santos, 1 - Aparecida, Santos - SP",78 m²,2 quartos,2 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2361,2809420923,27/05/2025,25/06/2025,Imobiliária Pousada,R$ 530.000,isento,isento,"Rua Carlos Gomes - Campo Grande, Santos - SP",110 m²,3 quartos,2 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13445,2749937165,17/10/2024,25/06/2025,Familia Imoveis Consultoria,R$ 685.000,R$ 750,R$ 245,"Rua Liberdade - Aparecida, Santos - SP",88 m²,3 quartos,2 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP1211,2804891915,11/05/2025,25/06/2025,Alabi Negócios Imobiliários,R$ 1.495.000,R$ 1.668,R$ 750,"Rua Minas Gerais, 107 - Boqueirão, Santos - SP",134 m²,3 quartos,4 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP9199,2686550517,27/01/2024,25/06/2025,R3 Imóveis,R$ 540.000,R$ 1.300,R$ 364,"Rua Cunha Moreira, 30 - Encruzilhada, Santos - SP",161 m²,3 quartos,4 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP04141,2751181398,23/10/2024,25/06/2025,Ricci Consultoria Imobiliaria,R$ 4.000.000,R$ 3.500,R$ 1.400,"Rua Eloy Fernandes - Boqueirão, Santos - SP",390 m²,4 quartos,6 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9769,2712075209,02/05/2024,25/06/2025,Invista Inteligência Imobiliária,R$ 500.000,R$ 637,R$ 120,"Gonzaga, Santos - SP",74 m²,2 quartos,1 banheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29956,2745307163,26/09/2024,25/06/2025,Invista Inteligência Imobiliária,R$ 1.750.000,R$ 900,R$ 300,"Pompeia, Santos - SP",74 m²,1 quarto,2 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP14605,2764834992,17/12/2024,25/06/2025,R3 Imóveis,R$ 1.300.000,R$ 1.100,R$ 400,"Rua Ceará, 25 - Pompeia, Santos - SP",132 m²,3 quartos,3 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP04939,2803721014,06/05/2025,25/06/2025,Ricci Consultoria Imobiliaria,R$ 750.000,R$ 880,R$ 300,"Avenida Marechal Floriano Peixoto - Pompeia, Santos - SP",134 m²,3 quartos,3 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18206,2733614718,08/08/2024,25/06/2025,Invista Inteligência Imobiliária,R$ 340.000,R$ 550,R$ 111,"Macuco, Santos - SP",69 m²,2 quartos,1 banheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP14467,2761061650,03/12/2024,25/06/2025,R3 Imóveis,R$ 410.000,R$ 750,R$ 96,"Rua Governador Pedro de Toledo, 78 - Boqueirão, Santos - SP",60 m²,1 quarto,1 banheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24188,2668244948,09/11/2023,25/06/2025,Invista Inteligência Imobiliária,R$ 699.000,R$ 537,R$ 133,"Pompeia, Santos - SP",100 m²,2 quartos,2 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403,2649699268,15/08/2023,25/06/2025,Familia Imoveis Consultoria,R$ 1.305.000,R$ 900,isento,"Rua Oswaldo Cruz - Boqueirão, Santos - SP",91 m²,2 quartos,3 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07B,2806222160,15/05/2025,26/06/2025,Fábio Lopes,R$ 285.000,R$ 550,R$ 80,"Rua Doutor Artur Porchat de Assis, 1 - Boqueirão, Santos - SP",40 m²,1 quarto,1 banheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31284,2763509623,12/12/2024,26/06/2025,Invista Inteligência Imobiliária,R$ 480.000,R$ 790,R$ 638,"José Menino, Santos - SP",52 m²,2 quartos,1 banheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP15021,2780410930,20/02/2025,26/06/2025,R3 Imóveis,R$ 450.000,R$ 860,R$ 177,"Rua Saturnino de Brito, 256 - Marapé, Santos - SP",90 m²,2 quartos,2 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP04303,2773745745,23/01/2025,26/06/2025,Ricci Consultoria Imobiliaria,R$ 885.000,R$ 1.168,R$ 1.758,"Avenida Presidente Wilson - José Menino, Santos - SP",65 m²,2 quartos,2 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2295,2753912893,03/11/2024,26/06/2025,Conceito 013 Imóveis,R$ 1.100.000,R$ 650,R$ 380,"Avenida Barão de Penedo, 22 - José Menino, Santos - SP",75 m²,2 quartos,2 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777SAB2305017,2635607080,30/05/2023,26/06/2025,Stella Burns,R$ 990.000,R$ 750,R$ 300,"Avenida Senador Cesar Lacerda de Vergueiro, 1 - Ponta da Praia, Santos - SP",107 m²,2 quartos,3 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26050,2696218399,07/03/2024,26/06/2025,Invista Inteligência Imobiliária,R$ 535.000,R$ 1.042,R$ 169,"Marapé, Santos - SP",90 m²,2 quartos,2 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,2725828076,02/07/2024,26/06/2025,Conceito 013 Imóveis,R$ 770.000,R$ 1.200,R$ 225,"Avenida Presidente Wilson, 118 - Pompeia, Santos - SP",98 m²,2 quartos,2 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31550,2769689243,08/01/2025,26/06/2025,Invista Inteligência Imobiliária,R$ 325.000,R$ 390,R$ 68,"Aparecida, Santos - SP",70 m²,3 quartos,1 banheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2608,2780435802,20/02/2025,26/06/2025,Conceito 013 Imóveis,R$ 950.000,R$ 1.600,R$ 350,"Avenida Doutor Bernardino de Campos, 647 - Gonzaga, Santos - SP",176 m²,3 quartos,3 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP6121,2751949733,25/10/2024,26/06/2025,Chave Santos Imóveis,R$ 841.000,R$ 1.300,R$ 395,"Rua Amaral Gurgel - Ponta da Praia, Santos - SP",130 m²,3 quartos,4 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP02901,2775088809,30/01/2025,26/06/2025,Officina De Negocios 013 Imobiliaria Ltda,R$ 2.790.000,R$ 2.300,R$ 854,"Gonzaga, Santos - SP",178 m²,3 quartos,4 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP02458,2756792032,14/11/2024,26/06/2025,Globalize Imóveis,R$ 585.000,R$ 949,R$ 218,"Rua Estados Unidos da Venezuela - Ponta da Praia, Santos - SP",111 m²,2 quartos,2 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33204,2793061041,01/04/2025,26/06/2025,Invista Inteligência Imobiliária,R$ 6.500.000,isento,não informado,"Ponta da Praia, Santos - SP",290 m²,4 quartos,6 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,2756370124,13/11/2024,26/06/2025,Daniela Ribeiro,R$ 1.600.000,R$ 850,R$ 604,"Embaré, Santos - SP",128 m²,3 quartos,4 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP9754,2611621493,09/02/2023,26/06/2025,R3 Imóveis,R$ 450.000,R$ 420,R$ 50,"Avenida Affonso Penna, 748 - Aparecida, Santos - SP",70 m²,2 quartos,2 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8452,2668420874,10/11/2023,26/06/2025,Roda Imoveis Ltda - Epp,R$ 960.000,R$ 1.250,R$ 347,"Rua Amaral Gurgel - Ponta da Praia, Santos - SP",140 m²,3 quartos,3 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24792,2675939314,13/12/2023,26/06/2025,Invista Inteligência Imobiliária,R$ 385.000,R$ 410,R$ 103,"Vila Matias, Santos - SP",65 m²,2 quartos,1 banheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4536,2759070335,25/11/2024,26/06/2025,Elton Ayres Imóveis,R$ 850.000,R$ 1.150,R$ 320,"Boqueirão, Santos - SP",100 m²,2 quartos,2 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AD0059,2668452099,10/11/2023,26/06/2025,R3 Imóveis,R$ 959.000,R$ 1.574,R$ 545,"Rua Campos Mello, 447 - Encruzilhada, Santos - SP",132 m²,3 quartos,2 banheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14340,2788410215,18/03/2025,26/06/2025,Familia Imoveis Consultoria,R$ 440.000,R$ 550,R$ 160,"Rua Vahia de Abreu - Boqueirão, Santos - SP",70 m²,2 quartos,1 banheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
